0;tcp;ftp_data;SF;491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;150;25;0.17;0.03;0.17;0.00;0.00;0.00;0.05;0.00;normal
0;udp;other;SF;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0.00;0.00;0.00;0.00;0.08;0.15;0.00;255;1;0.00;0.60;0.88;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;6;1.00;1.00;0.00;0.00;0.05;0.07;0.00;255;26;0.10;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;232;8153;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0.20;0.20;0.00;0.00;1.00;0.00;0.00;30;255;1.00;0.00;0.03;0.04;0.03;0.01;0.00;0.01;normal
0;tcp;http;SF;199;420;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;32;0.00;0.00;0.00;0.00;1.00;0.00;0.09;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;19;0.00;0.00;1.00;1.00;0.16;0.06;0.00;255;19;0.07;0.07;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;9;1.00;1.00;0.00;0.00;0.05;0.06;0.00;255;9;0.04;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;16;1.00;1.00;0.00;0.00;0.14;0.06;0.00;255;15;0.06;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;remote_job;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;23;1.00;1.00;0.00;0.00;0.09;0.05;0.00;255;23;0.09;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;8;1.00;1.00;0.00;0.00;0.06;0.06;0.00;255;13;0.05;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;12;0.00;0.00;1.00;1.00;0.06;0.06;0.00;255;12;0.05;0.07;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;3;1.00;1.00;0.00;0.00;0.02;0.06;0.00;255;13;0.05;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;287;2251;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;7;0.00;0.00;0.00;0.00;1.00;0.00;0.43;8;219;1.00;0.00;0.12;0.03;0.00;0.00;0.00;0.00;normal
0;tcp;ftp_data;SF;334;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2;20;1.00;0.00;1.00;0.20;0.00;0.00;0.00;0.00;anomaly
0;tcp;name;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;1;1.00;1.00;0.00;0.00;0.00;0.06;0.00;255;1;0.00;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;netbios_ns;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;16;1.00;1.00;0.00;0.00;0.17;0.05;0.00;255;2;0.01;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;300;13788;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;9;0.00;0.11;0.00;0.00;1.00;0.00;0.22;91;255;1.00;0.00;0.01;0.02;0.00;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1;16;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;anomaly
0;tcp;http;SF;233;616;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0.00;0.00;0.00;0.00;1.00;0.00;0.00;66;255;1.00;0.00;0.02;0.03;0.00;0.00;0.02;0.00;normal
0;tcp;http;SF;343;1178;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;10;0.00;0.00;0.00;0.00;1.00;0.00;0.20;157;255;1.00;0.00;0.01;0.04;0.00;0.00;0.00;0.00;normal
0;tcp;mtp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;23;1.00;1.00;0.00;0.00;0.10;0.05;0.00;255;23;0.09;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;17;1.00;1.00;0.00;0.00;0.06;0.05;0.00;238;17;0.07;0.06;0.00;0.00;0.99;1.00;0.00;0.00;anomaly
0;tcp;http;SF;253;11905;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;10;0.00;0.00;0.00;0.00;1.00;0.00;0.20;87;255;1.00;0.00;0.01;0.02;0.00;0.00;0.00;0.00;normal
5607;udp;other;SF;147;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;1;0.00;0.85;1.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;mtp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;2;1.00;1.00;0.00;0.00;0.01;0.06;0.00;255;2;0.01;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
507;tcp;telnet;SF;437;14421;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;25;0.10;0.05;0.00;0.00;0.53;0.00;0.02;0.16;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;7;1.00;1.00;0.00;0.00;0.03;0.06;0.00;255;13;0.05;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;227;6588;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;22;0.00;0.00;0.00;0.00;1.00;0.00;0.18;43;255;1.00;0.00;0.02;0.14;0.00;0.00;0.56;0.57;normal
0;tcp;http;SF;215;10499;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;14;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;241;1400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;33;33;0.00;0.00;0.03;0.03;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1;53;1.00;0.00;1.00;0.51;0.00;0.00;0.00;0.00;anomaly
0;tcp;finger;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;16;1.00;1.00;0.00;0.00;0.28;0.07;0.00;255;59;0.23;0.04;0.01;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;303;555;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;9;0.00;0.00;0.00;0.00;1.00;0.00;0.00;9;255;1.00;0.00;0.11;0.01;0.00;0.00;0.00;0.00;normal
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0.00;0.00;1.00;1.00;0.50;1.00;0.00;255;1;0.00;0.31;0.28;0.00;0.00;0.00;0.29;1.00;anomaly
0;udp;domain_u;SF;45;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;181;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;250;0.98;0.01;0.00;0.00;0.00;0.00;0.00;0.00;normal
1;udp;private;SF;105;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;41;5;0.12;0.05;0.05;0.00;0.00;0.00;0.00;0.00;normal
0;udp;domain_u;SF;43;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;202;0.00;0.00;0.00;0.00;1.00;0.00;0.01;255;255;1.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;supdup;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;17;1.00;1.00;0.00;0.00;0.08;0.06;0.00;255;17;0.07;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;324;2302;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;28;0.00;0.00;0.00;0.00;1.00;0.00;0.14;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;uucp_path;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;13;1.00;1.00;0.00;0.00;0.06;0.07;0.00;255;13;0.05;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;ftp_data;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;11;1.00;1.00;0.00;0.00;0.22;0.08;0.00;255;63;0.25;0.02;0.01;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;Z39_50;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;12;1.00;1.00;0.00;0.00;0.05;0.06;0.00;255;9;0.04;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
